path,sha256,bytes,kind,status,author,source,license,local_notice,notes
game/art/anims/Sitting_Nodding.res,b8c61eb4341f03512e14b1b69847f6e83c32aa48dd8bbfc12d3eed1331c22247,42251,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sitting_Talking.res,c423d92a5a5487202f7e057ef9c4eeb080bc5439833c47d74b92b0cc5f8708da,57131,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Double_Enter.res,9274ec92be410bdb504943ed163915b1cbcfff8e1ad913d74f2531ffee7da8ef,31940,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Double_Exit.res,2fc8cd143ae127233f2716113239c6088ef5233899bdf8eba482fed049d4f67d,32106,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Double_Idle.res,f0275bb7f0fd0486c157191a769b42fadb534050d3b90dbb30fd4c90adcb42a2,33111,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Double_Shoot.res,5d22ea0a028df203ff5ab20a702e959be5f38ccd874c00ca7bed69afd90d7180,20993,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Simple_Enter.res,b26fa407566e3d9bc914de66e087c0d4c0f0acb178f301794f927cd5f521554e,29828,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Simple_Exit.res,3ab06991232bdacc40b8f094c1918b9cfd807ebda1035b9aa84ad5d1593b2fee,27034,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Simple_Idle.res,41564f8082fa16f9f6693550c4bc5c0536a5c1085c6e101232639c0010f640c5,30611,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Spell_Simple_Shoot.res,5cd2e88a31964be9b8d8b60a587cbcbed5faef0ee1031b19112e9ebe65fa8b55,29248,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sprint.res,71c5163d0b84ddb0e0269096730be513bb8946dea1ed05c9508479620ae8707f,24801,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sprint_Enter.res,7a7b9aab287276cd51054e538fc15aecf4d9f88325003dd760c380bb2a02c5a4,28568,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sprint_Exit.res,9461156b308312933755e4f9e5b238f02b7d02bc81cb2bd1c92972d0d57bba41,51014,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Swim_Fwd.res,6ff823120e0b4cae3abd6de27eb876521c2d67e0c46b2b7c590865f12f7c18fb,33553,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Swim_Idle.res,f4860d8090dc277a5be5d67af9547b66dc881f3fa31872492e1c57a5bf0c1212,85647,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sword_Attack.res,791a4dd1318f76b23ab860d69ae276f98c2e99b2ad01849f29b47de5b221de65,36156,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sword_Attack_RM.res,6c90d0c29a43870a4cee2b1c9b9633d83f4a1e97c0000d46628e351e79e949c9,36262,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sword_Attack_Standing.res,94a78a1d18d269a911c824a2fe08caffb957b13c470d25c259a9817a35ecd598,35794,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sword_Enter.res,0c287da273d8472822a746c2174389a12728c6f55d10e927d092e8595b3b60a1,46974,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sword_Exit.res,e3d5a380049f1d7f7d6dd8cdffa44f893dbaeb38b354a22f82b58a6268fbaca0,47860,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Sword_Idle.res,264560d6b5cb947402b45086f780e9216cba759c55fe9c70f70571b180e3a48e,45796,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Turn90_L.res,04585fbc8416b702079e63f7287c6266f41973768400ede71502eb029e6490a6,27040,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Turn90_R.res,38645cde1677dcb66bea2e3708c6c5d1a8a0345782977024a53296b665eec889,27728,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Walk.res,8385ba22dae9665daa524e424e768da3f2eca664977281f2b19b563dbe7e75a2,35133,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/anims/Walk_Formal.res,ac32246d3659eaf3e3a82c7b50c2394f8069ca383f323f62d65aff2b3c569912,32427,res,review_required,unverified,unverified,unverified,,No repository-local provenance record currently clears this distributed asset.
game/art/audio/music/Arcanum Rex.mp3,c3d507cf81e617ad078fe3805ee39edebf2546d14feb3f226d7ad37bacd1def4,7423259,mp3,identified_review_required,rafael_dina (embedded metadata),Embedded metadata: made with Suno,commercial-use grant not retained locally,,Retain account/plan-generation rights evidence or replace before distribution.
game/art/audio/music/Clutch.mp3,8d2f95c2d629d2b945fb4995c2d66de0d32587ba7ffab1e5e2a898e22ba60f45,2929168,mp3,identified_review_required,rafael_dina (embedded metadata),Embedded metadata: made with Suno,commercial-use grant not retained locally,,Retain account/plan-generation rights evidence or replace before distribution.
game/art/audio/music/Downed.mp3,b13d78db50b81971f1ce79dbabb3383fa9d7662333b807306841a297cb76dace,6061470,mp3,identified_review_required,rafael_dina (embedded metadata),Embedded metadata: made with Suno,commercial-use grant not retained locally,,Retain account/plan-generation rights evidence or replace before distribution.
game/art/audio/music/Dusty Fuzz.mp3,8f41ce60b221425b51896cee44c3d8102ebe07218a74684611c0168ddac51934,3815085,mp3,identified_review_required,rafael_dina (embedded metadata),Embedded metadata: made with Suno,commercial-use grant not retained locally,,Retain account/plan-generation rights evidence or replace before distribution.
